,age,birth date,death date,experience,games,name
3196,,,,14,868,Brad Miller
3197,,,,2,155,Hanno Mottola
3198,,,,12,619,Eduardo Najera
3199,,,,4,255,Tyrone Nesby
3200,,,,12,811,Rasho Nesterovic
3201,,,,8,448,Scott Padgett
3202,,,,2,15,Aleksandar Radojevic
3203,,,,1,35,Efthimi Rentzias
3204,,,,1,3,Terrance Roberson
3205,,,,1,1,Ryan Robertson
3206,,,,5,278,Eddie Robinson
3207,,,,4,122,Daniel Santiago
3208,,,,1,27,Predrag Savovic
3209,,,,4,127,Ansu Sesay
3210,,,,1,20,God Shammgod
3211,,,,14,608,Brian Skinner
3212,,,,1,17,Mike Smith
3213,,,,6,270,Vladimir Stepania
3214,,,,9,534,Maurice Taylor
3215,,,,2,82,Oscar Torres
3216,,,,1,17,Mirsad Turkcan
3217,,,,1,3,Wayne Turner
3218,,,,12,893,Antoine Walker
3219,,,,10,445,Samaki Walker
3220,,,,10,591,Bonzi Wells
3221,,,,7,334,Jahidi White
3222,,,,1,25,Tim Young
3223,,,,3,187,Courtney Alexander
3224,,,,1,75,Mike Batiste
3225,,,,3,142,Cal Bowdler
3226,,,,1,8,A.J. Bramlett
3227,,,,5,230,Rodney Buford
3228,,,,12,456,Brian Cardinal
3229,,,,20,1405,Vince Carter
3230,,,,1,16,John Celestand
3231,,,,6,167,Mateen Cleaves
3232,28.0,1977-09-08,2005-10-15,5,151,Jason Collier
3233,,,,10,587,Michael Doleac
3234,,,,1,7,Desmond Ferguson
3235,,,,13,764,Jeff Foster
3236,,,,4,140,Richie Frahm
3237,,,,9,576,Steve Francis
3238,,,,2,74,Jorge Garbajosa
3239,,,,11,630,Devean George
3240,,,,16,1057,Manu Ginobili
3241,,,,6,384,Gordan Giricek
3242,37.0,1977-02-01,2014-10-10,2,25,Lari Ketner
3243,,,,4,133,Dan Langhi
3244,,,,4,159,Quincy Lewis
3245,,,,11,554,Tyronn Lue
3246,,,,13,846,Stephon Marbury
3247,,,,15,757,Kenyon Martin
3248,,,,10,643,Desmond Mason
3249,,,,1,6,Dan McClintock
3250,,,,8,260,Jelani McCoy
3251,,,,2,44,Marko Milic
3252,,,,18,1005,Nazr Mohammed
3253,,,,1,23,Boniface N'Dong
3254,,,,1,1,Andy Panko
3255,,,,11,711,Morris Peterson
3256,,,,19,1343,Paul Pierce
3257,,,,12,864,James Posey
3258,,,,4,270,Pablo Prigioni
3259,,,,4,135,Laron Profit
3260,,,,1,3,Guy Rucker
3261,,,,9,414,Michael Ruffin
3262,,,,2,38,Pepe Sanchez
3263,,,,3,18,Paul Shirley
3264,,,,4,108,Jabari Smith
3265,,,,13,804,Peja Stojakovic
3266,,,,3,60,Awvee Storey
3267,,,,10,651,Wally Szczerbiak
3268,,,,19,1410,Jason Terry
3269,,,,11,632,Kenny Thomas
3270,,,,13,824,Tim Thomas
3271,34.0,1977-02-01,2011-05-11,7,438,Robert Traylor
3272,,,,7,316,Ime Udoka
3273,,,,9,450,Jake Voskuhl
3274,,,,5,137,Wang Zhizhi
3275,,,,10,478,Malik Allen
3276,,,,15,695,Chris Andersen
3277,,,,2,27,Erick Barkley
3278,,,,13,977,Shane Battier
3279,,,,4,153,Corey Benjamin
3280,,,,14,1001,Mike Bibby
3281,,,,3,44,Ruben Boumtje-Boumtje
3282,,,,8,465,Devin Brown
3283,,,,20,1346,Kobe Bryant
3284,,,,7,334,Speedy Claxton
3285,,,,10,542,Jarron Collins
3286,,,,13,735,Jason Collins
3287,,,,6,300,Dan Dickau
3288,,,,3,19,Kaniel Dickens
3289,,,,7,436,Juan Dixon
3290,,,,9,375,Melvin Ely
3291,,,,9,562,Maurice Evans
3292,,,,6,289,Marcus Fizer
3293,,,,10,527,Dan Gadzuric
3294,,,,7,187,Eddie Gill
3295,,,,6,294,Dion Glover
3296,,,,3,80,A.J. Guyton
3297,,,,14,921,Richard Hamilton
3298,,,,1,9,Tang Hamilton
3299,,,,1,41,Travis Hansen
3300,,,,9,341,Jason Hart
3301,,,,11,717,Eddie House
3302,,,,14,858,Stephen Jackson
3303,,,,7,447,Marko Jaric
3304,,,,1,16,Ken Johnson
3305,,,,1,23,Alvin Jones
3306,,,,12,680,Jamaal Magloire
3307,,,,16,1163,Shawn Marion
3308,,,,1,55,Paul McPherson
3309,,,,5,145,Jerome Moiso
3310,,,,20,1471,Dirk Nowitzki
3311,,,,18,1011,Jermaine O'Neal
3312,,,,2,35,Dean Oliver
3313,,,,7,470,Milt Palacio
3314,,,,1,51,Chris Porter
3315,,,,3,61,Lavor Postell
3316,,,,1,42,Igor Rakocevic
3317,,,,2,47,Soumaila Samake
3318,,,,11,520,Brian Scalabrine
3319,,,,1,1,Alex Scales
3320,,,,2,115,Will Solomon
3321,,,,8,495,Darius Songaila
3322,,,,9,409,Etan Thomas
3323,,,,11,547,Jamaal Tinsley
3324,,,,6,215,Loren Woods
3325,,,,1,3,Korleone Young
3326,,,,9,569,Carlos Arroyo
3327,,,,3,142,William Avery
3328,,,,1,5,Maurice Baker
3329,,,,4,162,Lonny Baxter
3330,,,,7,376,Charlie Bell
3331,,,,1,2,Tony Bobbitt
3332,,,,5,173,Michael Bradley
3333,,,,17,1058,Elton Brand
3334,,,,8,342,Primoz Brezec
3335,,,,4,39,Damone Brown
3336,,,,1,3,Ernest Brown
3337,,,,4,134,Tierre Brown
3338,,,,1,39,Kevin Burleson
3339,38.0,1979-05-23,2018-01-31,13,809,Rasual Butler
3340,,,,1,21,Joe Crispin
3341,,,,13,835,Baron Davis
3342,,,,12,736,Ricky Davis
3343,,,,1,10,Corsley Edwards
3344,,,,1,50,Khalid El-Amin
3345,,,,1,41,Lynn Greer
3346,,,,1,12,Anthony Grundy
3347,,,,9,644,Trenton Hassell
3348,,,,2,27,Kirk Haston
3349,,,,13,816,Brendan Haywood
3350,,,,3,152,Walter Herrmann
3351,,,,1,4,Randy Holcomb
3352,,,,13,727,Larry Hughes
3353,,,,3,85,Ryan Humphrey
3354,,,,2,26,Britton Johnsen
3355,,,,7,430,Fred Jones
3356,,,,8,471,Jumaine Jones
3357,,,,2,45,Sean Lampley
3358,,,,16,1049,Rashard Lewis
3359,,,,14,827,Corey Maggette
3360,,,,15,938,Tracy McGrady
3361,,,,4,200,Keith McLeod
3362,,,,7,263,Stanislav Medvedenko
3363,,,,8,436,Chris Mihm
3364,,,,3,139,Terence Morris
3365,,,,8,487,Ronald Murray
3366,,,,8,514,Andres Nocioni
3367,,,,14,961,Lamar Odom
3368,,,,10,634,Mehmet Okur
3369,,,,1,1,Chris Owens
3370,,,,11,499,Jannero Pargo
3371,,,,13,592,Joel Przybilla
3372,,,,12,629,Michael Redd
3373,,,,1,11,Norm Richardson
3374,,,,13,895,John Salmons
3375,,,,2,82,Jeryl Sasser
3376,,,,9,547,Stromile Swift
3377,,,,3,31,Jeff Trepagnier
3378,,,,2,22,Cezary Trybanski
3379,,,,7,315,Jake Tsakalidis
3380,,,,15,997,Hedo Turkoglu
3381,,,,1,1,Ratko Varda
3382,,,,13,878,Earl Watson
3383,,,,7,233,Mike Wilks
3384,,,,17,991,Metta World Peace
3385,,,,2,103,David Andersen
3386,,,,3,139,Rafael Araujo
3387,,,,2,44,Robert Archibald
3388,,,,3,108,Brandon Armstrong
3389,,,,3,95,Dalibor Bagaric
3390,,,,14,929,Matt Barnes
3391,,,,1,2,Jerome Beasley
3392,,,,1,6,Troy Bell
3393,,,,13,870,Steve Blake
3394,,,,11,671,Keith Bogans
3395,,,,12,792,Matt Bonner
3396,,,,2,83,Curtis Borchardt
3397,,,,2,100,J.R. Bremer
3398,,,,4,54,Jamison Brewer
3399,,,,2,81,Antonio Burks
3400,,,,14,881,Caron Butler
3401,,,,10,459,Matt Carroll
3402,,,,1,36,Lionel Chalmers
3403,,,,14,910,Nick Collison
3404,,,,9,421,Brian Cook
3405,,,,18,1262,Jamal Crawford
3406,,,,4,67,Josh Davis
3407,,,,13,728,Keyon Dooling
3408,,,,15,986,Mike Dunleavy
3409,,,,13,809,Reggie Evans
3410,,,,2,10,Alex Garcia
3411,,,,17,1196,Pau Gasol
3412,,,,4,89,Marcus Haislip
3413,,,,1,19,Adam Harrington
3414,,,,16,981,Al Harrington
3415,,,,3,140,Junior Harrington
3416,,,,5,205,Donnell Harvey
3417,,,,15,844,Udonis Haslem
3418,,,,10,507,Josh Howard
3419,,,,2,67,Brandon Hunter
3420,,,,7,234,Didier Ilunga-Mbenga
3421,,,,2,72,Chris Jefferies
3422,,,,17,1181,Richard Jefferson
3423,,,,7,344,DerMarr Johnson
3424,,,,6,151,Linton Johnson
3425,,,,13,624,Dahntay Jones
3426,,,,14,709,James Jones
3427,,,,2,73,Mario Kasun
3428,,,,2,113,Raul Lopez
3429,,,,1,19,Arvydas Macijauskas
3430,,,,10,518,Roger Mason
3431,,,,17,1032,Mike Miller
3432,,,,8,486,Yao Ming
3433,,,,5,286,Jamario Moon
3434,,,,12,729,Troy Murphy
3435,,,,6,317,Bostjan Nachbar
3436,,,,1,82,Juan Carlos Navarro
3437,,,,2,54,Andre Owens
3438,,,,2,6,Kirk Penney
3439,,,,14,1017,Tayshaun Prince
3440,,,,12,737,Vladimir Radmanovic
3441,,,,13,783,Quentin Richardson
3442,,,,3,128,Bernard Robinson
3443,,,,7,346,Kareem Rush
3444,,,,10,743,Luis Scola
3445,,,,10,466,Bobby Simmons
3446,,,,3,66,Tamar Slay
3447,,,,2,15,Leon Smith
3448,,,,2,53,Theron Smith
3449,,,,7,102,Bruno Sundov
3450,,,,1,4,Yuta Tabuse
3451,,,,2,33,James Thomas
3452,,,,10,564,Luke Walton
3453,,,,4,247,Jiri Welsch
3454,,,,15,1034,David West
3455,,,,4,218,Rodney White
3456,,,,10,582,Damien Wilkins
3457,,,,3,86,Frank Williams
3458,,,,1,3,Lance Allred
3459,,,,8,348,Marcus Banks
3460,,,,8,140,Earl Barron
3461,,,,8,262,Jonathan Bender
3462,,,,13,861,Carlos Boozer
3463,,,,3,75,Andre Brown
3464,,,,4,143,Kedrick Brown
3465,,,,3,150,Zarko Cabarkapa
3466,,,,13,846,Jose Calderon
3467,,,,13,886,Samuel Dalembert
3468,,,,10,548,Marquis Daniels
3469,,,,6,157,Ronald Dupree
3470,,,,2,65,John Edwards
3471,,,,2,11,Desmon Farmer
3472,,,,1,12,Noel Felix
3473,,,,1,16,Luis Flores
3474,36.0,1981-05-29,2018-04-02,3,73,Alton Ford
3475,,,,2,25,Joseph Forte
3476,,,,1,28,Antonis Fotsis
3477,,,,2,42,Matt Freije
3478,,,,1,4,Hiram Fuller
3479,,,,3,71,Reece Gaines
3480,,,,10,549,Francisco Garcia
3481,,,,1,13,Andreas Glyniadakis
3482,,,,14,790,Drew Gooden
3483,,,,12,731,Willie Green
3484,,,,7,427,Jarvis Hayes
3485,,,,13,879,Kirk Hinrich
3486,,,,8,400,Steven Hunter
3487,,,,10,492,Royal Ivey
3488,,,,4,73,Luke Jackson
3489,,,,4,287,Casey Jacobsen
3490,,,,11,629,Jared Jeffries
3491,,,,17,1276,Joe Johnson
3492,,,,9,509,Jason Kapono
3493,,,,13,797,Andrei Kirilenko
3494,,,,1,1,Brandin Knight
3495,,,,15,1104,Kyle Korver
3496,,,,1,9,Tito Maddox
3497,,,,7,446,Darius Miles
3498,,,,3,93,Olumide Oyedeji
3499,,,,5,274,Smush Parker
3500,,,,1,10,Desmond Penigar
3501,,,,1,11,Kasib Powell
3502,,,,17,1116,Zach Randolph
3503,,,,13,857,Jason Richardson
3504,,,,12,830,Luke Ridnour
3505,,,,7,458,Quinton Ross
3506,,,,1,16,Melvin Sanders
3507,,,,2,75,Kenny Satterfield
3508,,,,5,243,James Singleton
3509,,,,3,76,Pape Sow
3510,,,,13,824,DeShawn Stevenson
3511,34.0,1981-06-06,2015-06-29,2,87,Jackson Vroman
3512,,,,1,75,Jay Williams
3513,,,,4,167,Qyntel Woods
3514,,,,1,59,Vincent Yarbrough
3515,,,,1,2,Derrick Zimmerman
3516,,,,14,820,Tony Allen
3517,,,,10,428,Lou Amundson
3518,,,,8,330,Alan Anderson
3519,,,,10,490,Joel Anthony
3520,,,,2,113,Pero Antic
3521,,,,11,552,Gilbert Arenas
3522,,,,14,850,Leandro Barbosa
3523,,,,4,67,Andre Barrett
3524,,,,12,607,Kwame Brown
3525,,,,17,1079,Tyson Chandler
3526,,,,3,16,Will Conroy
3527,,,,2,22,Omar Cook
3528,,,,11,527,Eddy Curry
3529,,,,1,21,Erik Daniels
3530,,,,8,507,Carlos Delfino
3531,,,,14,1064,Boris Diaw
3532,,,,4,187,Yakhouba Diawara
3533,,,,5,179,Travis Diener
3534,,,,12,601,DeSagana Diop
3535,,,,9,606,Chris Duhon
3536,,,,2,14,Andre Emmett
3537,,,,1,18,Gerald Fitch
3538,,,,1,3,Sharrod Ford
3539,,,,1,2,Deng Gai
3540,,,,8,487,Ryan Gomes
3541,,,,6,377,Joey Graham
3542,,,,6,239,Stephen Graham
3543,,,,1,27,Devin Green
3544,,,,4,131,Orien Greene
3545,25.0,1982-05-30,2007-08-17,5,303,Eddie Griffin
3546,,,,4,189,David Harrison
3547,,,,6,348,Luther Head
3548,,,,16,923,Nene Hilario
3549,,,,13,735,Chris Kaman
3550,,,,4,143,Viktor Khryapa
3551,,,,1,16,Stephane Lasme
3552,,,,8,242,John Lucas III
3553,,,,1,1,Renaldo Major
3554,,,,2,63,Rawle Marshall
3555,,,,1,11,Ivan McFarlin
3556,,,,14,878,Jameer Nelson
3557,,,,10,616,Emeka Okafor
3558,,,,17,1198,Tony Parker
3559,,,,10,557,Mickael Pietrus
3560,,,,3,148,Zoran Planinic
3561,35.0,1982-01-16,2017-10-20,3,136,Justin Reed
3562,,,,2,46,Jared Reiner
3563,,,,2,87,Lawrence Roberts
3564,,,,1,28,Walker Russell
3565,,,,2,31,Luke Schenscher
3566,,,,1,31,Vassilis Spanoulis
3567,,,,3,157,Salim Stoudamire
3568,,,,14,846,Amar'e Stoudemire
3569,,,,4,233,Mike Sweetney
3570,,,,2,98,Donell Taylor
3571,,,,13,831,Beno Udrih
3572,,,,13,627,Anderson Varejao
3573,,,,15,982,Dwyane Wade
3574,,,,14,832,Gerald Wallace
3575,,,,1,2,Matt Walsh
3576,,,,8,526,Hakim Warrick
3577,,,,1,23,Robert Whaley
3578,,,,3,67,James White
3579,,,,11,628,Chris Wilcox
3580,,,,13,818,Mo Williams
3581,,,,2,30,Alex Acker
3582,,,,5,208,Kelenna Azubuike
3583,,,,1,19,Eddie Basden
3584,,,,2,70,Esteban Batista
3585,,,,1,14,Will Blalock
3586,,,,1,23,Cedric Bozeman
3587,,,,8,360,Will Bynum
3588,,,,8,391,Josh Childress
3589,,,,6,225,Ike Diogu
3590,,,,4,130,Joey Dorsey
3591,,,,2,127,Daniel Ewing
3592,,,,8,429,T.J. Ford
3593,,,,11,752,Randy Foye
3594,,,,12,854,Channing Frye
3595,,,,3,145,Mickael Gelabale
3596,,,,11,744,Ben Gordon
3597,,,,10,586,Danny Granger
3598,,,,14,917,Devin Harris
3599,,,,4,54,Mike Harris
3600,,,,11,644,Chuck Hayes
3601,,,,2,23,Julius Hodge
3602,,,,2,76,Marcelo Huertas
3603,,,,13,867,Jarrett Jack
3604,,,,1,6,Dontell Jefferson
3605,,,,1,62,Eugene Jeter
3606,,,,2,102,Alexander Johnson
3607,,,,1,15,Carldell Johnson
3608,,,,5,82,Dwayne Jones
3609,,,,2,24,Coby Karl
3610,,,,7,419,Nenad Krstic
3611,,,,9,513,Carl Landry
3612,,,,1,11,James Lang
3613,,,,1,2,Keith Langford
3614,,,,12,829,David Lee
3615,,,,12,714,Kevin Martin
3616,,,,10,618,Jason Maxiell
3617,,,,4,61,Pops Mensah-Bonsu
3618,,,,1,19,Aaron Miles
3619,,,,1,26,Sergei Monia
3620,,,,11,467,Steve Novak
3621,,,,2,19,Larry Owens
3622,,,,10,567,Sasha Pavlovic
3623,,,,1,6,Kevinn Pinkney
3624,,,,7,316,Josh Powell
3625,,,,1,3,Roger Powell
3626,,,,12,544,Ronnie Price
3627,,,,6,241,Chris Quinn
3628,,,,8,146,Shavlik Randolph
3629,,,,3,65,Anthony Roberson
3630,,,,5,72,Jamal Sampson
3631,,,,2,51,Wayne Simien
3632,,,,2,5,Courtney Sims
3633,,,,1,20,Uros Slokar
3634,,,,6,403,Craig Smith
3635,,,,2,61,Donta Smith
3636,,,,1,8,Steven Smith
3637,,,,4,211,Kirk Snyder
3638,,,,2,16,Dijon Thompson
3639,,,,4,296,Al Thornton
3640,,,,4,172,Nikoloz Tskitishvili
3641,,,,10,473,Ronny Turiaf
3642,,,,1,1,Slavko Vranes
3643,,,,4,103,Dajuan Wagner
3644,,,,8,432,Delonte West
3645,,,,3,90,Jawad Williams
3646,,,,6,361,Shelden Williams
3647,,,,2,73,Hassan Adams
3648,,,,4,82,Maurice Ager
3649,,,,3,19,Blake Ahearn
3650,,,,15,1054,Carmelo Anthony
3651,,,,6,292,Hilton Armstrong
3652,,,,2,27,James Augustine
3653,,,,6,221,Renaldo Balkman
3654,,,,12,764,J.J. Barea
3655,,,,13,694,Andrew Bogut
3656,,,,4,256,Josh Boone
3657,,,,13,893,Chris Bosh
3658,,,,4,158,Bobby Brown
3659,,,,2,68,Dee Brown
3660,,,,1,2,Derrick Byars
3661,,,,5,299,Rodney Carney
3662,,,,4,189,Mardy Collins
3663,,,,4,171,Chris Copeland
3664,,,,2,52,Jermareo Davidson
3665,,,,4,82,Paul Davis
3666,,,,1,4,Eric Dawson
3667,,,,3,143,Quincy Douby
3668,,,,1,24,Zabian Dowdell
3669,,,,2,19,Ndudi Ebi
3670,,,,1,7,Patrick Ewing
3671,,,,13,938,Raymond Felton
3672,,,,11,759,Marcin Gortat
3673,,,,7,318,Aaron Gray
3674,,,,1,2,Mike Hall
3675,,,,1,12,Robert Hite
3676,,,,10,518,Ryan Hollins
3677,,,,4,57,Lester Hudson
3678,,,,1,60,Chris Hunter
3679,,,,14,1040,Andre Iguodala
3680,,,,1,5,Mile Ilic
3681,,,,15,1143,LeBron James
3682,,,,2,125,Ivan Johnson
3683,,,,3,23,Trey Johnson
3684,,,,2,91,Bobby Jones
3685,,,,8,281,Solomon Jones
3686,,,,3,109,Tarence Kinsey
3687,,,,1,1,Oliver Lafayette
3688,,,,7,243,Cartier Martin
3689,,,,4,119,Sean May
3690,,,,4,249,Rashad McCants
3691,,,,1,5,Chris McCray
3692,,,,3,161,Adam Morrison
3693,,,,7,352,Gary Neal
3694,,,,2,18,Demetris Nichols
3695,,,,1,68,David Noel
3696,,,,11,622,Travis Outlaw
3697,,,,15,1030,Zaza Pachulia
3698,,,,14,782,Kendrick Perkins
3699,,,,5,239,Leon Powe
3700,,,,1,47,Allan Ray
3701,,,,12,760,J.J. Redick
3702,,,,2,70,Chris Richard
3703,,,,3,45,Jeremy Richardson
3704,,,,11,618,Nate Robinson
3705,,,,6,326,Brandon Roy
3706,,,,2,22,Cheikh Samb
3707,,,,12,778,Thabo Sefolosha
3708,,,,2,25,Mustafa Shakur
3709,,,,3,51,Alando Tucker
3710,,,,2,85,Roko Ukic
3711,,,,11,656,Charlie Villanueva
3712,,,,2,26,Marcus Vinicius
3713,,,,10,581,Sasha Vujacic
3714,,,,2,14,Darryl Watkins
3715,,,,10,600,C.J. Watson
3716,,,,4,162,Mario West
3717,,,,12,845,Deron Williams
3718,,,,2,49,Justin Williams
3719,,,,6,297,Antoine Wright
3720,,,,2,26,Bracey Wright
3721,,,,11,762,Arron Afflalo
3722,,,,12,869,LaMarcus Aldridge
3723,,,,3,38,Morris Almond
3724,,,,1,1,Antonio Anderson
3725,,,,14,942,Trevor Ariza
3726,,,,3,135,Gustavo Ayon
3727,,,,10,550,Andrea Bargnani
3728,,,,12,758,Brandon Bass
3729,,,,8,502,Ronnie Brewer
3730,,,,10,645,Aaron Brooks
3731,,,,9,408,Shannon Brown
3732,,,,3,69,Jackie Butler
3733,,,,14,880,Luol Deng
3734,,,,2,8,Justin Dentmon
3735,,,,1,6,Guillermo Diaz
3736,,,,11,788,Jared Dudley
3737,,,,12,833,Monta Ellis
3738,,,,1,26,Nick Fazekas
3739,,,,4,249,Rudy Fernandez
3740,,,,2,111,Gary Forbes
3741,,,,2,20,Thomas Gardner
3742,,,,10,716,Marc Gasol
3743,,,,9,667,Taj Gibson
3744,,,,2,38,J.R. Giddens
3745,,,,1,2,Trey Gilder
3746,,,,5,151,Hamed Haddadi
3747,,,,7,428,Tyler Hansbrough
3748,,,,1,1,Steven Hill
3749,,,,14,1035,Dwight Howard
3750,,,,13,800,Kris Humphries
3751,,,,1,2,Andre Ingram
3752,,,,3,138,Darnell Jackson
3753,,,,3,92,Bernard James
3754,,,,3,37,Othyus Jeffers
3755,,,,14,915,Al Jefferson
3756,,,,3,71,Chris Johnson
3757,,,,1,25,Sasha Kaun
3758,,,,7,409,Linas Kleiza
3759,,,,1,40,Rob Kurz
3760,,,,3,64,Maciej Lampe
3761,,,,1,18,Marcus Landry
3762,,,,4,188,Acie Law
3763,,,,10,753,Courtney Lee
3764,,,,13,769,Shaun Livingston
3765,,,,1,30,Damir Markota
3766,,,,6,342,Dominic McGuire
3767,,,,10,468,Darko Milicic
3768,,,,12,875,Paul Millsap
3769,,,,9,564,Anthony Morrow
3770,,,,1,13,DeMarcus Nelson
3771,,,,11,625,Joakim Noah
3772,,,,13,892,Chris Paul
3773,,,,3,111,Oleksiy Pecherov
3774,,,,1,7,Kosta Perovic
3775,,,,2,6,Pavel Podkolzin
3776,,,,1,6,Peter John Ramos
3777,,,,5,314,Brian Roberts
3778,,,,9,481,Brandon Rush
3779,,,,2,46,Ha Seung-Jin
3780,,,,1,37,Sean Singletary
3781,,,,14,960,J.R. Smith
3782,,,,13,894,Josh Smith
3783,,,,7,355,Tiago Splitter
3784,,,,4,203,Greg Stiemsma
3785,,,,1,33,D.J. Strawberry
3786,,,,4,97,Robert Swift
3787,,,,1,17,Chris Taft
3788,,,,6,324,Mirza Teletovic
3789,,,,10,564,Sebastian Telfair
3790,,,,10,599,Anthony Tolliver
3791,,,,7,500,P.J. Tucker
3792,,,,6,200,Von Wafer
3793,,,,1,18,Darius Washington
3794,,,,4,203,Marcus Williams
3795,,,,11,549,Dorell Wright
3796,,,,11,716,Nick Young
3797,,,,4,249,Sam Young
3798,,,,1,10,Sun Yue
3799,,,,5,153,Jeff Adrien
3800,,,,1,3,Josh Akognon
3801,,,,2,67,Joe Alexander
3802,,,,1,6,Martynas Andriuskevicius
3803,,,,8,471,Omer Asik
3804,,,,6,376,Aron Baynes
3805,,,,11,724,Marco Belinelli
3806,,,,10,516,Andris Biedrins
3807,,,,9,564,Andray Blatche
3808,,,,11,783,Corey Brewer
3809,,,,9,487,DeMarre Carroll
3810,,,,9,646,Mario Chalmers
3811,,,,1,31,Dionte Christmas
3812,,,,1,4,Marcus Cousin
3813,,,,1,2,Joe Crawford
3814,,,,1,1,JamesOn Curry
3815,,,,8,514,Glen Davis
3816,,,,8,394,Toney Douglas
3817,,,,10,722,Goran Dragic
3818,,,,2,69,Semih Erden
3819,,,,10,504,Jordan Farmar
3820,,,,5,135,Kyrylo Fesenko
3821,,,,3,113,Sundiata Gaines
3822,,,,12,810,Rudy Gay
3823,,,,7,397,Daniel Gibson
3824,,,,1,26,Mickell Gladness
3825,,,,11,585,Gerald Green
3826,,,,10,783,Jeff Green
3827,,,,1,17,Taurean Green
3828,,,,1,8,Taylor Griffin
3829,,,,3,72,Lazar Hayward
3830,,,,9,662,Roy Hibbert
3831,,,,10,666,George Hill
3832,,,,11,718,Al Horford
3833,,,,2,23,Othello Hunter
3834,,,,1,1,Aaron Jackson
3835,,,,1,12,Cedric Jackson
3836,,,,2,45,Nathan Jawai
3837,,,,2,65,Jerome Jordan
3838,,,,12,791,Kyle Lowry
3839,,,,1,23,Vernon Macklin
3840,,,,10,546,Ian Mahinmi
3841,,,,9,655,Wesley Matthews
3842,,,,10,682,Luc Mbah a Moute
3843,,,,3,168,Salah Mejri
3844,,,,4,74,Randolph Morris
3845,,,,8,454,Timofey Mozgov
3846,,,,4,90,Patrick O'Bryant
3847,,,,2,83,Jeremy Pargo
3848,,,,6,271,Nikola Pekovic
3849,,,,8,473,Johan Petro
3850,,,,6,261,A.J. Price
3851,,,,2,62,Gabe Pruitt
3852,,,,1,5,Andy Rautins
3853,,,,1,5,Ryan Reid
3854,,,,5,353,Sergio Rodriguez
3855,,,,12,779,Rajon Rondo
3856,,,,3,146,Damjan Rudez
3857,,,,3,47,Mouhamed Sene
3858,,,,11,691,Ramon Sessions
3859,,,,1,8,Walter Sharpe
3860,,,,1,21,Garret Siler
3861,,,,3,75,Cedric Simmons
3862,,,,10,596,Jason Smith
3863,,,,10,651,Rodney Stuckey
3864,,,,2,65,Jermaine Taylor
3865,,,,1,51,Mike Taylor
3866,,,,8,439,Garrett Temple
3867,,,,8,402,Tyrus Thomas
3868,,,,8,588,Jason Thompson
3869,,,,1,4,Edwin Ubiles
3870,,,,3,73,Kyle Weaver
3871,,,,10,580,Martell Webster
3872,,,,4,183,Sonny Weems
3873,,,,6,138,D.J. White
3874,,,,13,861,Lou Williams
3875,,,,2,13,Marcus Williams
3876,,,,13,939,Marvin Williams
3877,,,,7,206,Reggie Williams
3878,,,,4,137,Sean Williams
3879,,,,7,314,Shawne Williams
3880,,,,10,726,D.J. Augustin
3881,,,,6,237,Jeff Ayres
3882,,,,8,532,Trevor Booker
3883,,,,2,17,Craig Brackins
3884,,,,3,150,Jon Brockman
3885,,,,3,171,Derrick Brown
3886,,,,8,418,Andrew Bynum
3887,,,,10,590,Wilson Chandler
3888,,,,1,20,Sherron Collins
3889,,,,9,632,Darren Collison
3890,,,,11,718,Mike Conley
3891,,,,6,328,Daequan Cook
3892,,,,2,113,Javaris Crittenton
3893,,,,9,651,Dante Cunningham
3894,,,,2,55,Luigi Datome
3895,,,,2,119,Nando De Colo
3896,,,,6,222,Chris Douglas-Roberts
3897,,,,1,9,Jerome Dyson
3898,,,,1,2,Shane Edwards
3899,,,,9,592,Wayne Ellington
3900,,,,7,250,Jeremy Evans
3901,,,,1,4,Jeff Foote
3902,,,,3,151,Joel Freeland
3903,,,,8,417,Alonzo Gee
3904,,,,2,21,Jonathan Gibson
3905,,,,9,540,Danny Green
3906,,,,2,62,Malik Hairston
3907,,,,1,28,Ben Hansbrough
3908,,,,2,42,Terrel Harris
3909,,,,8,535,Gerald Henderson
3910,,,,8,409,Jordan Hill
3911,,,,1,5,Darington Hobson
3912,,,,10,678,Ersan Ilyasova
3913,,,,4,324,Joe Ingles
3914,,,,4,39,Damion James
3915,,,,8,562,Jonas Jerebko
3916,,,,5,272,Yi Jianlian
3917,,,,13,819,Amir Johnson
3918,,,,9,547,James Johnson
3919,,,,8,571,Wesley Johnson
3920,,,,2,34,Yaroslav Korolev
3921,,,,2,45,Viacheslav Kravtsov
3922,,,,8,551,Ty Lawson
3923,,,,5,267,Eric Maynor
3924,,,,8,547,O.J. Mayo
3925,,,,1,6,Jerel McNeal
3926,,,,11,433,Josh McRoberts
3927,,,,9,531,Jodie Meeks
3928,,,,13,785,C.J. Miles
3929,,,,3,69,Elijah Millsap
3930,,,,3,33,Hamady N'Diaye
3931,,,,3,19,Arinze Onuaku
3932,,,,1,2,Chris Smith
3933,,,,1,5,Jerry Smith
3934,,,,10,705,Marreese Speights
3935,,,,1,8,Alex Stepheson
3936,,,,1,45,Milos Teodosic
3937,,,,5,224,Hasheem Thabeet
3938,,,,8,483,Marcus Thornton
3939,,,,6,333,Ekpe Udoh
3940,,,,7,401,Greivis Vasquez
3941,,,,5,181,Henry Walker
3942,,,,4,153,Terrence Williams
3943,,,,10,428,Brandan Wright
